"Accession","cluster_limited"
"SRR26356174","980"
"SRR26356907","180"
"SRR26356896","1067"
"SRR26356884","Other"
"SRR26356537","50"
"SRR26356526","557"
"SRR26356515","818"
"SRR26356160","502"
"SRR26356149","15"
"SRR26356702","1003"
"SRR26356871","502"
"SRR26356860","146"
"SRR26356849","Other"
"SRR26356501","Other"
"SRR26356490","50"
"SRR26356427","879"
"SRR26356416","1067"
"SRR26356405","558"
"SRR26356698","558"
"SRR26356687","502"
"SRR26356676","1094"
"SRR26356845","Other"
"SRR26356834","1020"
"SRR26356822","840"
"SRR26356821","879"
"SRR26356820","844"
"SRR26356819","502"
"SRR26356818","1094"
"SRR26356817","15"
"SRR26356396","1094"
"SRR26356395","Other"
"SRR26356394","557"
"SRR26356393","Other"
"SRR26357041","898"
"SRR26356816","180"
"SRR26356815","879"
"SRR26356814","898"
"SRR26356813","230"
"SRR26356812","146"
"SRR26356811","980"
"SRR26356810","840"
"SRR26356809","818"
"SRR26356808","Other"
"SRR26356806","1094"
"SRR26356805","502"
"SRR26356804","879"
"SRR26356803","557"
"SRR26356802","Other"
"SRR26356801","Other"
"SRR26356800","33"
"SRR26356799","898"
"SRR26356798","146"
"SRR26356797","614"
"SRR26356795","1020"
"SRR26356794","Other"
"SRR26356793","146"
"SRR26356792","818"
"SRR26356791","879"
"SRR26356790","Other"
"SRR26356789","818"
"SRR26356788","980"
"SRR26356787","Other"
"SRR26356786","818"
"SRR26356392","818"
"SRR26356391","557"
"SRR26356390","879"
"SRR26356389","502"
"SRR26356388","Other"
"SRR26356387","180"
"SRR26356386","Other"
"SRR26356385","Other"
"SRR26356384","180"
"SRR26356383","Other"
"SRR26356381","818"
"SRR26356380","1094"
"SRR26356379","180"
"SRR26356378","Other"
"SRR26356377","Other"
"SRR26356376","33"
"SRR26356375","898"
"SRR26356374","Other"
"SRR26356373","50"
"SRR26356372","879"
"SRR26356370","Other"
"SRR26356369","1067"
"SRR26356368","Other"
"SRR26356367","146"
"SRR26356366","1067"
"SRR26356365","818"
"SRR26356364","818"
"SRR26356363","Other"
"SRR26356362","991"
"SRR26356361","558"
"SRR26357039","146"
"SRR26357038","818"
"SRR26357037","818"
"SRR26357036","15"
"SRR26357035","180"
"SRR26357034","557"
"SRR26357033","818"
"SRR26357032","Other"
"SRR26357031","93"
"SRR26357030","1105"
"SRR26357028","991"
"SRR26357027","557"
"SRR26357026","818"
"SRR26357025","1105"
"SRR26357024","995"
"SRR26357023","980"
"SRR26357022","995"
"SRR26357021","879"
"SRR26357020","Other"
"SRR26357019","1094"
"SRR26357017","33"
"SRR26357016","Other"
"SRR26357015","180"
"SRR26357014","840"
"SRR26357013","1034"
"SRR26357012","Other"
"SRR26357011","818"
"SRR26357010","818"
"SRR26357009","879"
"SRR26356784","558"
"SRR26356782","844"
"SRR26356781","180"
"SRR26356780","502"
"SRR26356779","818"
"SRR26356778","1020"
"SRR26356777","840"
"SRR26356776","995"
"SRR26356775","Other"
"SRR26356774","26"
"SRR26356773","502"
"SRR26356770","1126"
"SRR26356769","557"
"SRR26356768","180"
"SRR26356767","840"
"SRR26356766","557"
"SRR26356765","180"
"SRR26356764","898"
"SRR26356763","1067"
"SRR26356762","Other"
"SRR26356761","Other"
"SRR26356759","Other"
"SRR26356758","1094"
"SRR26356757","818"
"SRR26356756","557"
"SRR26356755","Other"
"SRR26356754","681"
"SRR26356753","1067"
"SRR26356360","Other"
"SRR26356359","1003"
"SRR26356358","502"
"SRR26356356","Other"
"SRR26356355","1126"
"SRR26356354","Other"
"SRR26356353","Other"
"SRR26356352","Other"
"SRR26356351","980"
"SRR26356350","1126"
"SRR26356349","1034"
"SRR26356348","818"
"SRR26356347","502"
"SRR26356345","1003"
"SRR26356344","146"
"SRR26356343","1003"
"SRR26356342","180"
"SRR26356341","1067"
"SRR26356340","146"
"SRR26356339","Other"
"SRR26356338","Other"
"SRR26356337","230"
"SRR26356336","1003"
"SRR26356334","818"
"SRR26356333","1003"
"SRR26356332","180"
"SRR26356331","Other"
"SRR26356330","1135"
"SRR26356329","Other"
"SRR26356668","15"
"SRR26356667","Other"
"SRR26356666","33"
"SRR26356665","180"
"SRR26356663","1003"
"SRR26356662","502"
"SRR26356661","1020"
"SRR26356660","818"
"SRR26356659","180"
"SRR26356658","557"
"SRR26356657","26"
"SRR26356656","991"
"SRR26356655","1003"
"SRR26356654","26"
"SRR26356652","1135"
"SRR26356651","840"
"SRR26356650","277"
"SRR26356649","575"
"SRR26356648","1094"
"SRR26356647","Other"
"SRR26356646","818"
"SRR26356645","180"
"SRR26356644","1126"
"SRR26356643","146"
"SRR26356641","1067"
"SRR26356640","Other"
"SRR26356639","1067"
"SRR26356638","180"
"SRR26356637","Other"
"SRR26356328","1067"
"SRR26356327","Other"
"SRR26356326","991"
"SRR26356325","818"
"SRR26356324","146"
"SRR26356322","Other"
"SRR26356321","230"
"SRR26356320","Other"
"SRR26356319","991"
"SRR26356318","180"
"SRR26356317","Other"
"SRR26356316","1067"
"SRR26356315","180"
"SRR26356314","Other"
"SRR26356313","Other"
"SRR26356311","1126"
"SRR26356310","898"
"SRR26356309","1094"
"SRR26356308","980"
"SRR26356307","502"
"SRR26356306","991"
"SRR26356305","1045"
"SRR26356304","557"
"SRR26356303","1003"
"SRR26356302","818"
"SRR26356299","1067"
"SRR26356298","Other"
"SRR26356297","1034"
"SRR26357008","557"
"SRR26357007","1126"
"SRR26357006","557"
"SRR26357005","980"
"SRR26357004","1003"
"SRR26357003","Other"
"SRR26357002","980"
"SRR26357000","180"
"SRR26356999","146"
"SRR26356998","980"
"SRR26356997","14"
"SRR26356996","1003"
"SRR26356995","Other"
"SRR26356994","146"
"SRR26356993","967"
"SRR26356992","980"
"SRR26356991","1094"
"SRR26356989","146"
"SRR26356988","Other"
"SRR26356987","980"
"SRR26356986","Other"
"SRR26356985","980"
"SRR26356984","980"
"SRR26356983","Other"
"SRR26356982","Other"
"SRR26356981","Other"
"SRR26356980","Other"
"SRR26356978","Other"
"SRR26356977","958"
"SRR26356636","1094"
"SRR26356635","1105"
"SRR26356634","1094"
"SRR26356633","995"
"SRR26356632","Other"
"SRR26356631","1094"
"SRR26356630","844"
"SRR26356629","1045"
"SRR26356627","818"
"SRR26356626","879"
"SRR26356625","692"
"SRR26356624","818"
"SRR26356623","Other"
"SRR26356622","879"
"SRR26356621","692"
"SRR26356620","146"
"SRR26356619","Other"
"SRR26356618","1067"
"SRR26356616","614"
"SRR26356615","960"
"SRR26356614","26"
"SRR26356613","Other"
"SRR26356612","557"
"SRR26356611","15"
"SRR26356610","Other"
"SRR26356609","26"
"SRR26356608","818"
"SRR26356607","180"
"SRR26356605","26"
"SRR26356752","879"
"SRR26356751","557"
"SRR26356750","Other"
"SRR26356749","1105"
"SRR26356748","1034"
"SRR26356747","1067"
"SRR26356746","844"
"SRR26356745","146"
"SRR26356744","Other"
"SRR26356742","180"
"SRR26356741","180"
"SRR26356740","1020"
"SRR26356739","146"
"SRR26356738","Other"
"SRR26356737","991"
"SRR26356736","Other"
"SRR26356735","1045"
"SRR26356734","Other"
"SRR26356733","818"
"SRR26356731","Other"
"SRR26356730","Other"
"SRR26356729","1003"
"SRR26356728","879"
"SRR26356727","Other"
"SRR26356726","33"
"SRR26356725","Other"
"SRR26356724","1094"
"SRR26356723","1045"
"SRR26356722","Other"
"SRR26356296","180"
"SRR26356295","1020"
"SRR26356294","1105"
"SRR26356293","980"
"SRR26356292","180"
"SRR26356291","1094"
"SRR26356290","1045"
"SRR26356289","Other"
"SRR26356288","1034"
"SRR26356287","692"
"SRR26356284","1094"
"SRR26356283","Other"
"SRR26356282","Other"
"SRR26356281","Other"
"SRR26356280","844"
"SRR26356279","1045"
"SRR26356278","1126"
"SRR26356277","557"
"SRR26356276","1067"
"SRR26356275","1067"
"SRR26356273","502"
"SRR26356272","26"
"SRR26356271","879"
"SRR26356270","1105"
"SRR26356269","180"
"SRR26356268","180"
"SRR26356267","557"
"SRR26356266","502"
"SRR26356265","26"
"SRR26356976","230"
"SRR26356974","1160"
"SRR26356973","155"
"SRR26356972","818"
"SRR26356971","Other"
"SRR26356970","93"
"SRR26356969","Other"
"SRR26356968","180"
"SRR26356967","180"
"SRR26356966","Other"
"SRR26356965","558"
"SRR26356963","1094"
"SRR26356962","155"
"SRR26356961","Other"
"SRR26356960","995"
"SRR26356959","879"
"SRR26356958","980"
"SRR26356957","1164"
"SRR26356956","146"
"SRR26356955","146"
"SRR26356954","Other"
"SRR26356952","1160"
"SRR26356951","1105"
"SRR26356950","879"
"SRR26356949","Other"
"SRR26356948","1160"
"SRR26356947","558"
"SRR26356946","980"
"SRR26356945","980"
"SRR26356720","146"
"SRR26356719","1094"
"SRR26356717","557"
"SRR26356716","Other"
"SRR26356715","879"
"SRR26356714","146"
"SRR26356713","33"
"SRR26356712","1003"
"SRR26356711","991"
"SRR26356710","502"
"SRR26356709","Other"
"SRR26356480","146"
"SRR26356478","Other"
"SRR26356477","Other"
"SRR26356476","155"
"SRR26356475","557"
"SRR26356474","879"
"SRR26356473","1126"
"SRR26356472","557"
"SRR26356471","502"
"SRR26356470","980"
"SRR26356469","879"
"SRR26356467","879"
"SRR26356466","995"
"SRR26356465","1003"
"SRR26356464","Other"
"SRR26356463","1126"
"SRR26356462","1003"
"SRR26356461","1126"
"SRR26356264","1003"
"SRR26356263","146"
"SRR26356262","879"
"SRR26356260","879"
"SRR26356259","879"
"SRR26356258","1003"
"SRR26356257","958"
"SRR26356256","980"
"SRR26356255","Other"
"SRR26356254","33"
"SRR26356253","502"
"SRR26356252","1067"
"SRR26356251","879"
"SRR26356249","840"
"SRR26356248","879"
"SRR26356247","1094"
"SRR26356246","180"
"SRR26356245","Other"
"SRR26356244","557"
"SRR26356243","557"
"SRR26356242","960"
"SRR26356241","818"
"SRR26356240","1067"
"SRR26356237","Other"
"SRR26356236","995"
"SRR26356235","Other"
"SRR26356234","Other"
"SRR26356233","Other"
"SRR26356944","Other"
"SRR26356943","146"
"SRR26356942","180"
"SRR26356941","Other"
"SRR26356940","Other"
"SRR26356938","15"
"SRR26356937","818"
"SRR26356936","1094"
"SRR26356935","980"
"SRR26356934","26"
"SRR26356933","146"
"SRR26356932","1164"
"SRR26356931","180"
"SRR26356930","1094"
"SRR26356929","818"
"SRR26356927","Other"
"SRR26356926","146"
"SRR26356925","Other"
"SRR26356924","146"
"SRR26356923","879"
"SRR26356922","980"
"SRR26356921","1067"
"SRR26356920","180"
"SRR26356919","146"
"SRR26356918","1177"
"SRR26356916","1067"
"SRR26356915","146"
"SRR26356914","146"
"SRR26356913","1105"
"SRR26356604","Other"
"SRR26356603","146"
"SRR26356602","155"
"SRR26356601","1164"
"SRR26356600","180"
"SRR26356599","Other"
"SRR26356597","818"
"SRR26356596","Other"
"SRR26356595","Other"
"SRR26356594","1034"
"SRR26356593","146"
"SRR26356592","146"
"SRR26356591","Other"
"SRR26356590","818"
"SRR26356589","898"
"SRR26356588","1126"
"SRR26356586","Other"
"SRR26356585","146"
"SRR26356584","Other"
"SRR26356583","26"
"SRR26356582","502"
"SRR26356581","Other"
"SRR26356580","1105"
"SRR26356579","980"
"SRR26356578","1094"
"SRR26356577","Other"
"SRR26356575","1094"
"SRR26356574","Other"
"SRR26356573","1067"
"SRR26356460","818"
"SRR26356459","Other"
"SRR26356458","Other"
"SRR26356457","180"
"SRR26356456","Other"
"SRR26356455","1126"
"SRR26356454","Other"
"SRR26356452","Other"
"SRR26356451","502"
"SRR26356450","Other"
"SRR26356449","1177"
"SRR26356448","146"
"SRR26356447","1105"
"SRR26356446","Other"
"SRR26356445","Other"
"SRR26356444","898"
"SRR26356443","Other"
"SRR26356441","Other"
"SRR26356440","Other"
"SRR26356439","879"
"SRR26356438","1034"
"SRR26356437","898"
"SRR26356436","Other"
"SRR26356435","180"
"SRR26356434","991"
"SRR26356433","146"
"SRR26356432","Other"
"SRR26356430","879"
"SRR26356429","980"
"SRR26356232","Other"
"SRR26356231","Other"
"SRR26356230","1020"
"SRR26356229","980"
"SRR26356228","Other"
"SRR26356227","Other"
"SRR26356226","1126"
"SRR26356225","Other"
"SRR26356222","146"
"SRR26356221","980"
"SRR26356220","Other"
"SRR26356219","1135"
"SRR26356218","Other"
"SRR26356217","26"
"SRR26356216","146"
"SRR26356215","1164"
"SRR26356214","146"
"SRR26356213","146"
"SRR26356211","180"
"SRR26356210","879"
"SRR26356209","Other"
"SRR26356208","818"
"SRR26356207","Other"
"SRR26356206","Other"
"SRR26356205","995"
"SRR26356204","Other"
"SRR26356203","1177"
"SRR26356202","1094"
"SRR26356572","1094"
"SRR26356571","1164"
"SRR26356570","1094"
"SRR26356569","146"
"SRR26356568","Other"
"SRR26356567","146"
"SRR26356566","502"
"SRR26356565","146"
"SRR26356564","Other"
"SRR26356563","Other"
"SRR26356561","Other"
"SRR26356560","1164"
"SRR26356559","146"
"SRR26356558","Other"
"SRR26356557","146"
"SRR26356556","Other"
"SRR26356555","502"
"SRR26356554","1034"
"SRR26356553","146"
"SRR26356552","818"
"SRR26356550","33"
"SRR26356549","146"
"SRR26356548","818"
"SRR26356547","Other"
"SRR26356546","995"
"SRR26356545","818"
"SRR26356200","1003"
"SRR26356199","Other"
"SRR26356198","692"
"SRR26356197","Other"
"SRR26356195","Other"
"SRR26356194","Other"
"SRR26356193","991"
"SRR26356192","Other"
"SRR26356191","1094"
"SRR26356190","180"
"SRR26356189","1094"
"SRR26356188","180"
"SRR26356187","502"
"SRR26356186","33"
"SRR26356184","1105"
"SRR26356183","Other"
"SRR26356182","230"
"SRR26356181","Other"
"SRR26356180","1177"
"SRR26356179","180"
"SRR26356178","146"
"SRR26356177","502"
"SRR26356176","146"
"SRR26356175","1045"
"SRR26356173","1177"
"SRR26356172","146"
"SRR26356171","Other"
"SRR26356170","146"
"SRR26356169","146"
"SRR26356912","502"
"SRR26356911","Other"
"SRR26356910","Other"
"SRR26356909","818"
"SRR26356908","146"
"SRR26356906","146"
"SRR26356905","Other"
"SRR26356904","Other"
"SRR26356903","Other"
"SRR26356902","Other"
"SRR26356901","Other"
"SRR26356900","1094"
"SRR26356899","Other"
"SRR26356898","Other"
"SRR26356897","1105"
"SRR26356895","502"
"SRR26356894","Other"
"SRR26356893","Other"
"SRR26356892","1003"
"SRR26356891","Other"
"SRR26356890","Other"
"SRR26356889","Other"
"SRR26356888","898"
"SRR26356887","1067"
"SRR26356886","Other"
"SRR26356883","995"
"SRR26356882","1126"
"SRR26356881","1020"
"SRR26356544","1160"
"SRR26356543","1094"
"SRR26356542","557"
"SRR26356541","1135"
"SRR26356540","991"
"SRR26356539","50"
"SRR26356538","Other"
"SRR26356536","Other"
"SRR26356535","818"
"SRR26356534","Other"
"SRR26356533","Other"
"SRR26356532","146"
"SRR26356531","1177"
"SRR26356530","146"
"SRR26356529","Other"
"SRR26356528","Other"
"SRR26356527","980"
"SRR26356525","Other"
"SRR26356524","557"
"SRR26356523","Other"
"SRR26356522","557"
"SRR26356521","146"
"SRR26356520","Other"
"SRR26356519","1177"
"SRR26356518","1177"
"SRR26356517","558"
"SRR26356516","230"
"SRR26356514","1164"
"SRR26356513","146"
"SRR26356168","1135"
"SRR26356167","502"
"SRR26356166","502"
"SRR26356165","146"
"SRR26356164","Other"
"SRR26356163","1067"
"SRR26356162","980"
"SRR26356161","818"
"SRR26356159","1067"
"SRR26356158","Other"
"SRR26356157","1177"
"SRR26356156","Other"
"SRR26356155","Other"
"SRR26356154","1034"
"SRR26356153","1160"
"SRR26356152","146"
"SRR26356151","1003"
"SRR26356150","Other"
"SRR26356148","1177"
"SRR26356147","1003"
"SRR26356146","146"
"SRR26356145","844"
"SRR26356708","33"
"SRR26356707","1160"
"SRR26356706","681"
"SRR26356705","Other"
"SRR26356704","26"
"SRR26356703","1135"
"SRR26356701","180"
"SRR26356880","1067"
"SRR26356879","818"
"SRR26356878","Other"
"SRR26356877","1126"
"SRR26356876","Other"
"SRR26356875","Other"
"SRR26356874","Other"
"SRR26356873","1003"
"SRR26356872","1177"
"SRR26356870","Other"
"SRR26356869","1164"
"SRR26356868","Other"
"SRR26356867","Other"
"SRR26356866","Other"
"SRR26356865","1164"
"SRR26356864","502"
"SRR26356863","1164"
"SRR26356862","557"
"SRR26356861","Other"
"SRR26356859","1177"
"SRR26356858","1135"
"SRR26356857","Other"
"SRR26356856","33"
"SRR26356855","1067"
"SRR26356854","146"
"SRR26356853","33"
"SRR26356852","1126"
"SRR26356851","1177"
"SRR26356850","Other"
"SRR26356512","1177"
"SRR26356511","840"
"SRR26356510","33"
"SRR26356509","980"
"SRR26356508","840"
"SRR26356507","1126"
"SRR26356506","1177"
"SRR26356505","1177"
"SRR26356504","1003"
"SRR26356503","Other"
"SRR26356500","Other"
"SRR26356499","146"
"SRR26356498","557"
"SRR26356497","Other"
"SRR26356496","Other"
"SRR26356495","26"
"SRR26356494","Other"
"SRR26356493","146"
"SRR26356492","502"
"SRR26356491","1126"
"SRR26356489","1067"
"SRR26356488","1003"
"SRR26356487","1164"
"SRR26356486","146"
"SRR26356485","146"
"SRR26356484","Other"
"SRR26356483","818"
"SRR26356482","Other"
"SRR26356481","146"
"SRR26356428","1164"
"SRR26356426","1003"
"SRR26356425","502"
"SRR26356424","180"
"SRR26356423","1135"
"SRR26356422","Other"
"SRR26356421","840"
"SRR26356420","818"
"SRR26356419","Other"
"SRR26356418","1105"
"SRR26356417","Other"
"SRR26356415","146"
"SRR26356414","155"
"SRR26356413","1164"
"SRR26356412","502"
"SRR26356411","1135"
"SRR26356410","502"
"SRR26356409","980"
"SRR26356408","818"
"SRR26356407","1177"
"SRR26356406","818"
"SRR26356404","1164"
"SRR26356403","818"
"SRR26356402","Other"
"SRR26356401","Other"
"SRR26356400","898"
"SRR26356399","1094"
"SRR26356398","Other"
"SRR26356397","1003"
"SRR26356700","818"
"SRR26356699","Other"
"SRR26356697","980"
"SRR26356696","1177"
"SRR26356695","Other"
"SRR26356694","1177"
"SRR26356693","502"
"SRR26356692","146"
"SRR26356691","Other"
"SRR26356690","980"
"SRR26356689","1034"
"SRR26356688","180"
"SRR26356686","1135"
"SRR26356685","879"
"SRR26356684","Other"
"SRR26356683","980"
"SRR26356682","1160"
"SRR26356681","1177"
"SRR26356680","Other"
"SRR26356679","Other"
"SRR26356678","980"
"SRR26356677","Other"
"SRR26356675","1094"
"SRR26356674","146"
"SRR26356673","1094"
"SRR26356672","818"
"SRR26356671","1105"
"SRR26356670","Other"
"SRR26356669","Other"
"SRR26356848","1135"
"SRR26356847","26"
"SRR26356846","26"
"SRR26356844","1135"
"SRR26356843","Other"
"SRR26356842","Other"
"SRR26356841","Other"
"SRR26356840","502"
"SRR26356839","Other"
"SRR26356838","Other"
"SRR26356837","980"
"SRR26356836","1164"
"SRR26356835","146"
"SRR26356833","Other"
"SRR26356832","Other"
"SRR26356831","Other"
"SRR26356830","898"
"SRR26356829","1177"
"SRR26356828","980"
"SRR26356827","1177"
"SRR26356826","818"
"SRR26356825","146"
"SRR26356824","502"
"SRR26355853","1094"
"SRR26355852","1160"
"SRR26355851","980"
"SRR26355850","Other"
"SRR26355849","Other"
"SRR26355848","980"
"SRR26355847","1177"
"SRR26355846","1160"
"SRR26355844","980"
"SRR26355842","898"
"SRR26355841","1034"
"SRR26355840","980"
"SRR26355839","Other"
"SRR26355838","898"
"SRR26355837","1177"
"SRR26355836","Other"
"SRR26355835","1177"
"SRR26355833","146"
"SRR26355832","Other"
"SRR26355831","1177"
"SRR26355830","995"
"SRR26355829","898"
"SRR26355828","980"
"SRR26355827","1094"
"SRR26355826","1177"
"SRR26355825","Other"
"SRR26355824","Other"
"SRR26355822","980"
"SRR26355821","1177"
"SRR26355820","Other"
"SRR26355819","502"
"SRR26355818","1177"
"SRR26355817","Other"
"SRR26355816","1177"
"SRR26355815","Other"
"SRR26355814","502"
"SRR26355813","Other"
"SRR26355811","146"
"SRR26355810","Other"
"SRR26355809","1135"
"SRR26355808","Other"
"SRR26355807","980"
"SRR26355806","Other"
"SRR26355805","898"
"SRR26355804","1045"
"SRR26355802","Other"
"SRR26355800","180"
"SRR26355799","991"
"SRR26355797","Other"
"SRR26355796","Other"
"SRR26355794","773"
"SRR26355793","180"
"SRR26355791","Other"
"SRR26355789","1177"
"SRR26355788","Other"
"SRR26355787","146"
"SRR26355786","1160"
"SRR26355785","26"
"SRR26355784","Other"
"SRR26355783","Other"
"SRR26355782","980"
"SRR26355781","Other"
"SRR26355780","557"
"SRR26355778","Other"
"SRR26355777","898"
"SRR26355776","995"
"SRR26355775","840"
"SRR26355774","980"
"SRR26355773","898"
"SRR26355772","898"
"SRR26355771","1164"
"SRR26355770","502"
"SRR26355769","Other"
"SRR26355765","Other"
"SRR26355764","Other"
"SRR26355891","Other"
"SRR26355890","1177"
"SRR26355889","879"
"SRR26355888","Other"
"SRR26355887","1164"
"SRR26355885","898"
"SRR26355883","Other"
"SRR26355882","898"
"SRR26355881","1034"
"SRR26355880","1126"
"SRR26355878","146"
"SRR26355877","180"
"SRR26355876","Other"
"SRR26355875","Other"
"SRR26355874","Other"
"SRR26355872","1105"
"SRR26355871","879"
"SRR26355870","Other"
"SRR26355869","898"
"SRR26355867","1177"
"SRR26355866","879"
"SRR26355865","898"
"SRR26355864","898"
"SRR26355863","1177"
"SRR26355861","Other"
"SRR26355860","Other"
"SRR26356051","1067"
"SRR26356050","Other"
"SRR26356049","146"
"SRR26356045","180"
"SRR26356044","Other"
"SRR26356042","502"
"SRR26356041","Other"
"SRR26356039","Other"
"SRR26356038","Other"
"SRR26356037","557"
"SRR26356036","146"
"SRR26356035","180"
"SRR26356034","Other"
"SRR26356033","180"
"SRR26356031","33"
"SRR26356030","146"
"SRR26356028","146"
